age,room_service,food_court,shopping_mall,spa,vr_deck,name,earth,europa,mars,unknown,cryo_sleep_false,cryo_sleep_true,cryo_sleep_unknown,num,deck_a,deck_b,deck_c,deck_d,deck_e,deck_f,deck_g,deck_t,deck_unknown,side_p,side_s,side_unknown,destination_55_cancri_e,destination_pso_j318_5_22,destination_trappist_1_e,destination_unknown,vip_false,vip_true,transported_false,transported_true
37.0,0.0,0.0,115.0,671.0,0.0,Elicia Wooterston,1,0,0,0,1,0,0,698,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
24.0,0.0,0.0,0.0,0.0,0.0,Everly Garnes,1,0,0,0,0,1,0,698,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
29.0,13.0,0.0,664.0,74.0,101.0,Elanda Garnes,1,0,0,0,1,0,0,698,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
44.0,0.0,0.0,608.0,0.0,91.0,Gerte Garnes,1,0,0,0,1,0,0,880,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
19.0,0.0,265.0,882.0,2.0,293.0,Jeanie Serraynardy,1,0,0,0,1,0,0,881,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
39.0,0.0,266.0,0.0,1254.0,197.0,Misa Perneernal,0,1,0,0,1,0,0,37,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
63.0,0.0,490.0,1.0,2882.0,18.0,Asteron Perneernal,0,1,0,0,0,0,1,37,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
39.0,9.0,1525.0,0.0,0.0,146.0,Menkark Perneernal,0,1,0,0,1,0,0,37,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
41.0,0.0,0.0,0.0,0.0,0.0,Rispid Raste,0,0,1,0,0,1,0,796,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
27.0,0.0,0.0,0.0,0.0,0.0,Chelly Kaney,1,0,0,0,0,1,0,696,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
56.0,412.0,492.0,9.0,117.0,33.0,Vivers Fatte,0,0,1,0,1,0,0,137,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
22.0,0.0,0.0,0.0,0.0,0.0,Ankabih Derterval,0,1,0,0,0,1,0,135,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
26.0,1.0,1269.0,4790.0,270.0,5116.0,Weid Derterval,0,1,0,0,1,0,0,135,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
24.0,0.0,0.0,0.0,0.0,1300.0,Bland Houseson,1,0,0,0,1,0,0,797,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
18.0,0.0,0.0,0.0,0.0,0.0,Vin Beston,1,0,0,0,0,1,0,697,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
13.0,,0.0,0.0,0.0,0.0,Vana Nichaner,1,0,0,0,0,1,0,700,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
32.0,0.0,0.0,1020.0,0.0,0.0,Glene Nichaner,1,0,0,0,1,0,0,883,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
30.0,24.0,2558.0,98.0,0.0,5361.0,Genubia Bagetvable,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0
25.0,0.0,0.0,0.0,0.0,0.0,Tabih Dissper,0,1,0,0,0,1,0,38,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
55.0,0.0,252.0,1.0,0.0,553.0,Dandra Stroyledgez,1,0,0,0,1,0,0,799,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
19.0,0.0,2.0,0.0,669.0,0.0,Raulia Hurchanney,1,0,0,0,1,0,0,884,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
24.0,0.0,717.0,222.0,8.0,1.0,Evey Kellyons,1,0,0,0,1,0,0,698,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
32.0,401.0,3724.0,5.0,422.0,62.0,Auvara Mander,0,1,0,0,1,0,0,154,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
24.0,0.0,0.0,0.0,0.0,0.0,Lidenx Icake,0,0,1,0,1,0,0,267,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
32.0,0.0,0.0,0.0,0.0,0.0,Lidex Perta,0,0,1,0,0,1,0,890,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
36.0,0.0,0.0,0.0,0.0,0.0,Anthia Briggins,1,0,0,0,0,1,0,701,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
28.0,0.0,31.0,0.0,1283.0,871.0,Hadiram Disight,0,1,0,0,1,0,0,52,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
52.0,0.0,559.0,0.0,0.0,0.0,Willy Carsoning,1,0,0,0,1,0,0,801,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
29.0,646.0,91.0,13.0,0.0,0.0,Gayla Charpelaney,1,0,0,0,1,0,0,702,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
23.0,49.0,0.0,2716.0,0.0,0.0,Sweal Manda,0,0,1,0,1,0,0,147,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
32.0,0.0,0.0,0.0,0.0,0.0,Rowne Manda,0,0,1,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
35.0,0.0,0.0,0.0,0.0,0.0,Eriney Whitersone,1,0,0,0,0,1,0,703,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
41.0,14.0,6777.0,81.0,604.0,2936.0,Asellan Taketiatim,0,1,0,0,1,0,0,138,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
16.0,0.0,0.0,0.0,0.0,0.0,Felia Loway,0,0,0,1,0,1,0,704,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
33.0,0.0,0.0,0.0,0.0,0.0,Terops Brakeded,0,1,0,0,0,1,0,269,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
6.0,0.0,0.0,0.0,0.0,0.0,Sethew Chaellerty,1,0,0,0,0,1,0,706,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
15.0,36.0,841.0,0.0,0.0,0.0,Adamy Dayers,1,0,0,0,1,0,0,803,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
38.0,0.0,668.0,84.0,267.0,0.0,Wally Popelase,1,0,0,0,1,0,0,705,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
56.0,0.0,779.0,12.0,3.0,35.0,Evenna Conney,1,0,0,0,1,0,0,893,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
4.0,0.0,0.0,0.0,0.0,0.0,Wally Conney,1,0,0,0,0,1,0,707,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
21.0,0.0,0.0,0.0,0.0,0.0,Noria Carezquez,1,0,0,0,0,1,0,707,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
22.0,1371.0,0.0,235.0,0.0,0.0,Ber Terry,0,0,1,0,1,0,0,805,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
37.0,0.0,0.0,785.0,3.0,0.0,Coracy Whitledges,1,0,0,0,1,0,0,270,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
6.0,0.0,0.0,0.0,0.0,0.0,Carlie Whitledges,1,0,0,0,1,0,0,709,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
22.0,563.0,521.0,364.0,0.0,0.0,Delley Stannondez,1,0,0,0,1,0,0,807,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
26.0,0.0,137.0,0.0,0.0,7629.0,Weionan Sobvisted,0,1,0,0,1,0,0,139,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
22.0,0.0,3.0,486.0,0.0,228.0,Clarry Hammonton,1,0,0,0,1,0,0,272,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
20.0,0.0,0.0,0.0,0.0,0.0,Monard Hammonton,1,0,0,0,0,0,1,710,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
,0.0,22.0,0.0,1156.0,0.0,Marace Cleang,1,0,0,0,1,0,0,894,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
24.0,439.0,0.0,2140.0,0.0,0.0,Babix Prine,0,0,1,0,1,0,0,139,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
25.0,0.0,0.0,0.0,0.0,0.0,Oalls Flate,0,0,1,0,0,1,0,808,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
48.0,2.0,0.0,83.0,589.0,233.0,Kimmie Nobleyes,1,0,0,0,1,0,0,711,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
24.0,786.0,0.0,0.0,7.0,0.0,Annez Bellarkerd,1,0,0,0,1,0,0,273,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
3.0,0.0,0.0,0.0,0.0,0.0,Gran Krake,0,0,1,0,1,0,0,810,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
24.0,0.0,0.0,0.0,0.0,0.0,Wheal Krake,0,0,1,0,0,1,0,810,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
25.0,412.0,0.0,567.0,775.0,0.0,Oareel Krake,0,0,1,0,1,0,0,810,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
1.0,0.0,0.0,0.0,0.0,0.0,Trion Brie,0,0,1,0,0,1,0,810,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
20.0,0.0,187.0,712.0,0.0,0.0,Dellia Douglasen,1,0,0,0,1,0,0,811,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
22.0,39.0,0.0,63.0,3.0,654.0,Colly Benderez,1,0,0,0,1,0,0,812,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0
28.0,427.0,0.0,754.0,0.0,0.0,Alles Gene,0,0,1,0,1,0,0,140,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
17.0,0.0,0.0,0.0,0.0,0.0,Tammyl Dukertyler,1,0,0,0,0,1,0,707,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
28.0,0.0,3345.0,0.0,2143.0,27.0,Sadach Excionging,0,1,0,0,1,0,0,141,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
47.0,0.0,0.0,0.0,0.0,0.0,Shamak Trupistic,0,1,0,0,0,1,0,53,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
34.0,0.0,0.0,0.0,0.0,0.0,Oareel Paska,0,0,1,0,0,1,0,281,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
29.0,267.0,1418.0,257.0,843.0,0.0,Zedasim Gloother,0,1,0,0,1,0,0,155,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
14.0,0.0,0.0,0.0,0.0,0.0,Terope Gloother,0,1,0,0,0,1,0,155,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
36.0,0.0,563.0,0.0,1301.0,830.0,Ziba Gloother,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
40.0,2320.0,0.0,4874.0,3131.0,498.0,Krazet Gloother,0,1,0,0,1,0,0,155,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
49.0,22.0,0.0,1129.0,0.0,77.0,Book Gele,0,0,1,0,1,0,0,813,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
51.0,0.0,0.0,0.0,0.0,0.0,Leshmet Gealloyalt,0,1,0,0,1,0,0,156,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
41.0,0.0,545.0,0.0,2740.0,293.0,Halsham Aroodint,0,1,0,0,1,0,0,156,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
44.0,0.0,14201.0,0.0,22.0,584.0,Kleeiak Gealloyalt,0,1,0,0,1,0,0,156,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
47.0,2044.0,0.0,95.0,0.0,120.0,Ranch Reste,0,0,1,0,1,0,0,814,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
22.0,0.0,0.0,945.0,0.0,4.0,Pamiea Georgasey,1,0,0,0,1,0,0,815,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
13.0,0.0,0.0,0.0,0.0,0.0,,1,0,0,0,0,1,0,708,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
18.0,0.0,35.0,661.0,0.0,63.0,Roydo Hammonton,1,0,0,0,1,0,0,816,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
28.0,0.0,1125.0,3.0,562.0,7.0,Lelah Sancockett,1,0,0,0,1,0,0,717,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
22.0,429.0,2.0,232.0,0.0,59.0,Vanez Burchanez,1,0,0,0,1,0,0,274,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
50.0,444.0,0.0,408.0,0.0,0.0,Trick Saundez,1,0,0,0,1,0,0,718,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
47.0,0.0,0.0,0.0,0.0,0.0,Krazet Conate,0,1,0,0,0,1,0,142,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
55.0,802.0,0.0,155.0,4.0,337.0,Shams Rapie,0,0,1,0,1,0,0,275,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
21.0,0.0,0.0,0.0,0.0,0.0,Rence Robersondez,1,0,0,0,0,1,0,709,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
39.0,0.0,0.0,1.0,0.0,2330.0,Darrie Strongers,1,0,0,0,1,0,0,709,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
21.0,641.0,0.0,409.0,0.0,0.0,Timmy Carezquez,1,0,0,0,1,0,0,895,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
37.0,33.0,3484.0,17.0,4.0,1384.0,Alaton Trupistic,0,1,0,0,1,0,0,157,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
31.0,22.0,10025.0,2.0,124.0,1.0,Arino Trupistic,0,1,0,0,1,0,0,157,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
23.0,115.0,1.0,0.0,,249.0,Millie Greeves,1,0,0,0,1,0,0,276,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
28.0,0.0,0.0,0.0,0.0,0.0,Dabik Brantcable,0,1,0,0,0,1,0,167,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
23.0,118.0,0.0,949.0,206.0,2071.0,Fles Ses,0,0,1,0,1,0,0,148,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
20.0,0.0,272.0,108.0,,230.0,Tonioe Waltonnedy,1,0,0,0,1,0,0,818,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
28.0,3.0,2127.0,0.0,696.0,10.0,,0,1,0,0,1,0,0,137,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
40.0,0.0,17687.0,0.0,425.0,155.0,Strali Sebleve,0,1,0,0,1,0,0,137,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
54.0,0.0,1832.0,0.0,0.0,1768.0,Meisa Sebleve,0,1,0,0,1,0,0,137,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
18.0,0.0,0.0,0.0,0.0,0.0,Possh Crie,0,0,1,0,0,1,0,896,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
27.0,0.0,14.0,0.0,734.0,331.0,Carona Coopezmaney,1,0,0,0,1,0,0,819,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
43.0,0.0,1947.0,0.0,0.0,1651.0,Altar Freednal,0,1,0,0,1,0,0,168,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
25.0,0.0,0.0,0.0,0.0,0.0,Dixiel Dawsoncis,1,0,0,0,0,1,0,720,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
13.0,552.0,247.0,0.0,4.0,0.0,Edgary Kinson,0,0,0,1,1,0,0,898,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
15.0,0.0,0.0,873.0,0.0,5.0,Philda Ricks,1,0,0,0,0,0,1,899,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
37.0,0.0,0.0,0.0,0.0,0.0,Raceky Masquez,1,0,0,0,0,1,0,710,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
32.0,0.0,0.0,0.0,0.0,0.0,Smats Flate,0,0,1,0,0,1,0,900,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
19.0,857.0,0.0,0.0,0.0,0.0,Ermank Benderez,1,0,0,0,1,0,0,820,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
21.0,3.0,1.0,0.0,1494.0,110.0,Estina Vandan,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
27.0,0.0,2717.0,0.0,0.0,986.0,Mesatz Shricatory,0,1,0,0,0,0,1,158,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
39.0,106.0,243.0,126.0,7.0,4967.0,Taurak Shricatory,0,1,0,0,1,0,0,158,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
22.0,0.0,0.0,0.0,0.0,0.0,Ranon Shricatory,0,0,0,1,0,1,0,158,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
25.0,0.0,4384.0,4285.0,812.0,360.0,Canonon Shricatory,0,1,0,0,1,0,0,158,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
34.0,,7221.0,0.0,288.0,2275.0,Spurim Tionstious,0,1,0,0,1,0,0,158,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
54.0,0.0,,0.0,0.0,0.0,Halesh Birt,0,0,1,0,0,1,0,821,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
42.0,954.0,0.0,1.0,0.0,0.0,Boats Sache,0,0,1,0,1,0,0,283,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
36.0,735.0,0.0,2.0,0.0,0.0,Russey Mejiarkerox,1,0,0,0,1,0,0,822,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
43.0,0.0,168.0,3.0,0.0,452.0,Karley Brownson,1,0,0,0,1,0,0,284,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
23.0,65.0,94.0,0.0,0.0,445.0,Nicey Alentonway,1,0,0,0,1,0,0,901,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
57.0,0.0,0.0,0.0,0.0,0.0,Sheratz Dingauge,0,1,0,0,1,0,0,169,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
54.0,0.0,0.0,0.0,0.0,0.0,,0,1,0,0,1,0,0,170,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
51.0,0.0,16455.0,885.0,0.0,363.0,Thaldah Conachets,0,1,0,0,1,0,0,170,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
32.0,192.0,0.0,441.0,18.0,0.0,Apix Wala,0,0,1,0,1,0,0,902,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
33.0,0.0,0.0,0.0,0.0,0.0,,0,1,0,0,1,0,0,171,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
8.0,0.0,0.0,0.0,0.0,0.0,Jayrin Vloaf,0,0,1,0,0,1,0,903,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
44.0,0.0,0.0,0.0,0.0,0.0,Grawk Vloaf,0,0,1,0,0,1,0,903,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
27.0,875.0,0.0,61.0,289.0,0.0,Rants Vloaf,0,0,1,0,1,0,0,903,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
48.0,383.0,0.0,0.0,393.0,10.0,Gerek Larks,1,0,0,0,1,0,0,904,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
13.0,38.0,0.0,0.0,733.0,0.0,Regana Steeletters,1,0,0,0,1,0,0,714,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
5.0,0.0,0.0,0.0,0.0,0.0,Annah Cookson,1,0,0,0,0,1,0,722,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
18.0,754.0,0.0,34.0,0.0,0.0,Thell Cookson,1,0,0,0,1,0,0,278,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
23.0,0.0,0.0,206.0,681.0,31.0,Fayel Mcfarley,1,0,0,0,1,0,0,905,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
23.0,0.0,153.0,11.0,646.0,0.0,Sallie Milton,1,0,0,0,1,0,0,715,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
35.0,0.0,0.0,0.0,0.0,0.0,Meline Foledges,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
25.0,141.0,3.0,640.0,0.0,100.0,All Wolferton,1,0,0,0,1,0,0,724,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
32.0,689.0,0.0,610.0,0.0,0.0,Gibers Sepie,0,0,1,0,1,0,0,285,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,Conk Sepie,0,0,1,0,1,0,0,830,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
5.0,0.0,0.0,0.0,0.0,0.0,Flyros Sepie,0,0,1,0,0,1,0,830,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1
16.0,0.0,0.0,0.0,0.0,0.0,Tonyan Loverthyo,1,0,0,0,0,0,1,716,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
18.0,0.0,0.0,0.0,0.0,0.0,Eriana Loverthyo,1,0,0,0,0,1,0,716,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
29.0,0.0,0.0,0.0,0.0,0.0,Louisy Waderoachez,1,0,0,0,0,1,0,725,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
55.0,134.0,935.0,0.0,6.0,394.0,Lina Peter,1,0,0,0,1,0,0,831,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
41.0,7.0,0.0,297.0,108.0,361.0,Kylen Peter,1,0,0,0,1,0,0,717,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0
38.0,,2.0,404.0,121.0,0.0,Lis Scotterkins,1,0,0,0,0,0,1,726,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
27.0,0.0,0.0,0.0,0.0,0.0,Wezna Unkepery,0,1,0,0,0,1,0,159,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
55.0,0.0,0.0,0.0,0.0,0.0,Ericky Mejiarkerox,1,0,0,0,0,1,0,719,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
75.0,0.0,0.0,0.0,0.0,0.0,Pich Knike,0,0,1,0,0,1,0,906,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
50.0,0.0,817.0,388.0,78.0,693.0,Proxima Regmansidy,0,1,0,0,1,0,0,160,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
23.0,27.0,0.0,32.0,725.0,0.0,Deandy Wolffy,1,0,0,0,1,0,0,720,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
37.0,715.0,0.0,54.0,0.0,0.0,Alendy Parsoney,1,0,0,0,1,0,0,721,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
33.0,0.0,0.0,232.0,0.0,622.0,Loria Sweekstarks,1,0,0,0,1,0,0,722,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
45.0,941.0,281.0,36.0,12.0,39.0,Froon Parta,0,0,1,0,1,0,0,833,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
47.0,0.0,0.0,0.0,0.0,0.0,Alramak Prearright,0,1,0,0,0,1,0,143,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
13.0,0.0,0.0,0.0,0.0,0.0,Glueba Dinsprody,0,1,0,0,0,1,0,172,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
29.0,0.0,6338.0,0.0,1366.0,89.0,Ranark Dinsprody,0,1,0,0,1,0,0,172,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
19.0,30.0,0.0,42.0,3565.0,7.0,Kohs Pien,0,0,1,0,1,0,0,287,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
30.0,0.0,0.0,0.0,0.0,0.0,Hinnan Fonie,0,0,1,0,0,1,0,835,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
39.0,3.0,83.0,0.0,805.0,2983.0,Coxaron Dedentive,0,1,0,0,1,0,0,141,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
31.0,0.0,46.0,0.0,209.0,2908.0,Cheleon Dedentive,0,1,0,0,1,0,0,141,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
29.0,0.0,11417.0,12.0,795.0,402.0,Ranopus Ambleeve,0,1,0,0,1,0,0,162,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
